country_name,country_code,indicator_name,year,value,region,continent
indonesia,idn,control of corruption,2006-12-31,-0.86427628993988,east asia & pacific,asia
indonesia,idn,control of corruption,2007-12-31,-0.630509197711945,east asia & pacific,asia
indonesia,idn,control of corruption,2008-12-31,-0.639086067676544,east asia & pacific,asia
indonesia,idn,control of corruption,2009-12-31,-0.889640629291534,east asia & pacific,asia
indonesia,idn,control of corruption,2010-12-31,-0.803534507751465,east asia & pacific,asia
indonesia,idn,control of corruption,2011-12-31,-0.755870699882507,east asia & pacific,asia
indonesia,idn,control of corruption,2012-12-31,-0.689105808734894,east asia & pacific,asia
indonesia,idn,control of corruption,2013-12-31,-0.660039663314819,east asia & pacific,asia
indonesia,idn,control of corruption,2014-12-31,-0.597599148750305,east asia & pacific,asia
indonesia,idn,control of corruption,2015-12-31,-0.495113581418991,east asia & pacific,asia
indonesia,idn,control of corruption,2016-12-31,-0.439895629882813,east asia & pacific,asia
indonesia,idn,control of corruption,2017-12-31,-0.280535876750946,east asia & pacific,asia
indonesia,idn,control of corruption,2018-12-31,-0.276329666376114,east asia & pacific,asia
indonesia,idn,control of corruption,2019-12-31,-0.452071994543076,east asia & pacific,asia
indonesia,idn,control of corruption,2020-12-31,-0.432469308376312,east asia & pacific,asia
indonesia,idn,control of corruption,2021-12-31,-0.427905589342117,east asia & pacific,asia
indonesia,idn,government effectiveness,1996-12-31,-0.705335676670074,east asia & pacific,asia
indonesia,idn,government effectiveness,1998-12-31,-0.694517493247986,east asia & pacific,asia
indonesia,idn,government effectiveness,2000-12-31,-0.366054028272629,east asia & pacific,asia
indonesia,idn,government effectiveness,2002-12-31,-0.550523042678833,east asia & pacific,asia
indonesia,idn,government effectiveness,2003-12-31,-0.597246408462524,east asia & pacific,asia
indonesia,idn,government effectiveness,2004-12-31,-0.490023553371429,east asia & pacific,asia
indonesia,idn,government effectiveness,2005-12-31,-0.503756701946259,east asia & pacific,asia
indonesia,idn,government effectiveness,2006-12-31,-0.348478645086288,east asia & pacific,asia
indonesia,idn,government effectiveness,2007-12-31,-0.308280289173126,east asia & pacific,asia
indonesia,idn,government effectiveness,2008-12-31,-0.26358637213707,east asia & pacific,asia
indonesia,idn,government effectiveness,2009-12-31,-0.331201553344727,east asia & pacific,asia
indonesia,idn,government effectiveness,2010-12-31,-0.267384022474289,east asia & pacific,asia
indonesia,idn,government effectiveness,2011-12-31,-0.322761535644531,east asia & pacific,asia
indonesia,idn,government effectiveness,2012-12-31,-0.331714361906052,east asia & pacific,asia
indonesia,idn,government effectiveness,2013-12-31,-0.244258090853691,east asia & pacific,asia
indonesia,idn,government effectiveness,2014-12-31,-0.064909890294075,east asia & pacific,asia
indonesia,idn,government effectiveness,2015-12-31,-0.296328127384186,east asia & pacific,asia
indonesia,idn,government effectiveness,2016-12-31,-0.0159781314432621,east asia & pacific,asia
indonesia,idn,government effectiveness,2017-12-31,0.014091856777668,east asia & pacific,asia
indonesia,idn,government effectiveness,2018-12-31,0.176904797554016,east asia & pacific,asia
indonesia,idn,government effectiveness,2019-12-31,0.173593521118164,east asia & pacific,asia
indonesia,idn,government effectiveness,2020-12-31,0.350167453289032,east asia & pacific,asia
indonesia,idn,government effectiveness,2021-12-31,0.379007279872894,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,1996-12-31,-1.13137912750244,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,1998-12-31,-1.73167061805725,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2000-12-31,-1.99520063400269,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2002-12-31,-1.58324420452118,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2003-12-31,-2.09539484977722,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2004-12-31,-1.90860557556152,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2005-12-31,-1.5181759595871,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2006-12-31,-1.41766691207886,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2007-12-31,-1.19806575775146,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2008-12-31,-1.05679154396057,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2009-12-31,-0.751153647899628,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2010-12-31,-0.853916168212891,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2011-12-31,-0.770114183425903,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2012-12-31,-0.593262791633606,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2013-12-31,-0.51926463842392,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2014-12-31,-0.416824042797089,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2015-12-31,-0.615060687065125,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2016-12-31,-0.372952431440353,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2017-12-31,-0.497903406620026,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2018-12-31,-0.545908093452454,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2019-12-31,-0.493404567241669,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2020-12-31,-0.448744028806686,east asia & pacific,asia
indonesia,idn,political stability and absence of violence/terrorism,2021-12-31,-0.506472945213318,east asia & pacific,asia
indonesia,idn,regulatory quality,1996-12-31,-0.0508104600012302,east asia & pacific,asia
indonesia,idn,regulatory quality,1998-12-31,-0.35285672545433,east asia & pacific,asia
indonesia,idn,regulatory quality,2000-12-31,-0.260399907827377,east asia & pacific,asia
indonesia,idn,regulatory quality,2002-12-31,-0.742287337779999,east asia & pacific,asia
indonesia,idn,regulatory quality,2003-12-31,-0.866097331047058,east asia & pacific,asia
indonesia,idn,regulatory quality,2004-12-31,-0.735824227333069,east asia & pacific,asia
indonesia,idn,regulatory quality,2005-12-31,-0.646948039531708,east asia & pacific,asia
indonesia,idn,regulatory quality,2006-12-31,-0.396195590496063,east asia & pacific,asia
indonesia,idn,regulatory quality,2007-12-31,-0.388591676950455,east asia & pacific,asia
indonesia,idn,regulatory quality,2008-12-31,-0.346988946199417,east asia & pacific,asia
indonesia,idn,regulatory quality,2009-12-31,-0.314694702625275,east asia & pacific,asia
indonesia,idn,regulatory quality,2010-12-31,-0.380860596895218,east asia & pacific,asia
indonesia,idn,regulatory quality,2011-12-31,-0.310188621282578,east asia & pacific,asia
indonesia,idn,regulatory quality,2012-12-31,-0.221852913498878,east asia & pacific,asia
indonesia,idn,regulatory quality,2013-12-31,-0.123265877366066,east asia & pacific,asia
indonesia,idn,regulatory quality,2014-12-31,-0.00835875049233437,east asia & pacific,asia
indonesia,idn,regulatory quality,2015-12-31,-0.141089960932732,east asia & pacific,asia
indonesia,idn,regulatory quality,2016-12-31,-0.0216069296002388,east asia & pacific,asia
indonesia,idn,regulatory quality,2017-12-31,0.0417420007288456,east asia & pacific,asia
indonesia,idn,regulatory quality,2018-12-31,-0.00980748608708382,east asia & pacific,asia
indonesia,idn,regulatory quality,2019-12-31,0.0410407409071922,east asia & pacific,asia
indonesia,idn,regulatory quality,2020-12-31,0.22881618142128,east asia & pacific,asia
indonesia,idn,regulatory quality,2021-12-31,0.298162043094635,east asia & pacific,asia
indonesia,idn,rule of law,1996-12-31,-0.489870309829712,east asia & pacific,asia
indonesia,idn,rule of law,1998-12-31,-0.750535488128662,east asia & pacific,asia
indonesia,idn,rule of law,2000-12-31,-0.696610867977142,east asia & pacific,asia
indonesia,idn,rule of law,2002-12-31,-0.910264730453491,east asia & pacific,asia
indonesia,idn,rule of law,2003-12-31,-0.859100699424744,east asia & pacific,asia
indonesia,idn,rule of law,2004-12-31,-0.732880175113678,east asia & pacific,asia
indonesia,idn,rule of law,2005-12-31,-0.797872185707092,east asia & pacific,asia
indonesia,idn,rule of law,2006-12-31,-0.694450855255127,east asia & pacific,asia
indonesia,idn,rule of law,2007-12-31,-0.698989927768707,east asia & pacific,asia
indonesia,idn,rule of law,2008-12-31,-0.673782587051392,east asia & pacific,asia
indonesia,idn,rule of law,2009-12-31,-0.611935317516327,east asia & pacific,asia
indonesia,idn,rule of law,2010-12-31,-0.656044900417328,east asia & pacific,asia
indonesia,idn,rule of law,2011-12-31,-0.59964394569397,east asia & pacific,asia
indonesia,idn,rule of law,2012-12-31,-0.583569049835205,east asia & pacific,asia
indonesia,idn,rule of law,2013-12-31,-0.533191502094269,east asia & pacific,asia
indonesia,idn,rule of law,2014-12-31,-0.310617834329605,east asia & pacific,asia
indonesia,idn,rule of law,2015-12-31,-0.405085533857346,east asia & pacific,asia
indonesia,idn,rule of law,2016-12-31,-0.321173399686813,east asia & pacific,asia
indonesia,idn,rule of law,2017-12-31,-0.331988751888275,east asia & pacific,asia
indonesia,idn,rule of law,2018-12-31,-0.294692069292068,east asia & pacific,asia
indonesia,idn,rule of law,2019-12-31,-0.323028594255447,east asia & pacific,asia
indonesia,idn,rule of law,2020-12-31,-0.327540189027786,east asia & pacific,asia
indonesia,idn,rule of law,2021-12-31,-0.224780738353729,east asia & pacific,asia
indonesia,idn,voice and accountability,1996-12-31,-0.923689842224121,east asia & pacific,asia
indonesia,idn,voice and accountability,1998-12-31,-1.02446973323822,east asia & pacific,asia
indonesia,idn,voice and accountability,2000-12-31,-0.270175904035568,east asia & pacific,asia
indonesia,idn,voice and accountability,2002-12-31,-0.271903306245804,east asia & pacific,asia
indonesia,idn,voice and accountability,2003-12-31,-0.29938605427742,east asia & pacific,asia
indonesia,idn,voice and accountability,2004-12-31,-0.255447417497635,east asia & pacific,asia
indonesia,idn,voice and accountability,2005-12-31,-0.121925517916679,east asia & pacific,asia
indonesia,idn,voice and accountability,2006-12-31,-0.0842525288462639,east asia & pacific,asia
indonesia,idn,voice and accountability,2007-12-31,-0.0198048055171967,east asia & pacific,asia
indonesia,idn,voice and accountability,2008-12-31,-0.0112615153193474,east asia & pacific,asia
indonesia,idn,voice and accountability,2009-12-31,-9.9799945019185e-4,east asia & pacific,asia
indonesia,idn,voice and accountability,2010-12-31,-0.0377484634518623,east asia & pacific,asia
indonesia,idn,voice and accountability,2011-12-31,-0.00853101350367069,east asia & pacific,asia
indonesia,idn,voice and accountability,2012-12-31,0.0676126480102539,east asia & pacific,asia
indonesia,idn,voice and accountability,2013-12-31,0.0361213013529778,east asia & pacific,asia
indonesia,idn,voice and accountability,2014-12-31,0.153921663761139,east asia & pacific,asia
indonesia,idn,voice and accountability,2015-12-31,0.18487124145031,east asia & pacific,asia
indonesia,idn,voice and accountability,2016-12-31,0.167968854308128,east asia & pacific,asia
indonesia,idn,voice and accountability,2017-12-31,0.131623446941376,east asia & pacific,asia
indonesia,idn,voice and accountability,2018-12-31,0.154347538948059,east asia & pacific,asia
indonesia,idn,voice and accountability,2019-12-31,0.132110148668289,east asia & pacific,asia
indonesia,idn,voice and accountability,2020-12-31,0.101115196943283,east asia & pacific,asia
indonesia,idn,voice and accountability,2021-12-31,0.155217528343201,east asia & pacific,asia
"iran, islamic rep.",irn,control of corruption,1996-12-31,-0.480606764554977,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,1998-12-31,-0.460588485002518,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2000-12-31,-0.40113028883934,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2002-12-31,-0.218060061335564,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2003-12-31,-0.311086535453796,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2004-12-31,-0.359162539243698,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2005-12-31,-0.477626025676727,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2006-12-31,-0.484105497598648,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2007-12-31,-0.556039273738861,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2008-12-31,-0.755060851573944,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2009-12-31,-0.767309308052063,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2010-12-31,-0.948633968830109,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2011-12-31,-0.880579233169556,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2012-12-31,-0.797346830368042,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2013-12-31,-0.693658530712128,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2014-12-31,-0.625268459320068,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2015-12-31,-0.610128343105316,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2016-12-31,-0.717735409736633,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2017-12-31,-0.816620290279388,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2018-12-31,-0.963367998600006,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2019-12-31,-1.05230605602264,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2020-12-31,-1.09052395820618,middle east & north africa,asia
"iran, islamic rep.",irn,control of corruption,2021-12-31,-1.09630155563354,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,1996-12-31,-0.600068271160126,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,1998-12-31,-0.490328997373581,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2000-12-31,-0.492341905832291,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2002-12-31,-0.616700828075409,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2003-12-31,-0.554987549781799,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2004-12-31,-0.488706886768341,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2005-12-31,-0.655147314071655,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2006-12-31,-0.544011056423187,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2007-12-31,-0.634634912014008,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2008-12-31,-0.668018817901611,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2009-12-31,-0.562718391418457,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2010-12-31,-0.483971029520035,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2011-12-31,-0.438510596752167,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2012-12-31,-0.527663171291351,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2013-12-31,-0.677003026008606,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2014-12-31,-0.427461057901382,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2015-12-31,-0.209973752498627,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2016-12-31,-0.192301854491234,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2017-12-31,-0.199220180511475,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2018-12-31,-0.43313112854957603,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2019-12-31,-0.556162297725677,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2020-12-31,-0.99354088306427,middle east & north africa,asia
"iran, islamic rep.",irn,government effectiveness,2021-12-31,-0.858067035675049,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,1996-12-31,-0.324623703956604,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,1998-12-31,-0.693391084671021,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2000-12-31,-0.727548360824585,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2002-12-31,-0.773440599441528,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2003-12-31,-0.779733180999756,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2004-12-31,-0.761824309825897,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2005-12-31,-0.782738864421844,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2006-12-31,-1.04084002971649,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2007-12-31,-0.931640446186066,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2008-12-31,-0.939874708652496,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2009-12-31,-1.56424200534821,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2010-12-31,-1.63059186935425,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2011-12-31,-1.4217677116394,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2012-12-31,-1.32392609119415,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2013-12-31,-1.24968659877777,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2014-12-31,-0.874987661838531,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2015-12-31,-0.92570173740387,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2016-12-31,-0.813075423240662,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2017-12-31,-0.934016048908234,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2018-12-31,-1.3479346036911,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2019-12-31,-1.70692205429077,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2020-12-31,-1.69702434539795,middle east & north africa,asia
"iran, islamic rep.",irn,political stability and absence of violence/terrorism,2021-12-31,-1.62163186073303,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,1996-12-31,-1.42351043224335,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,1998-12-31,-1.62168252468109,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2000-12-31,-1.63589775562286,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2002-12-31,-1.31669890880585,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2003-12-31,-1.22716307640076,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2004-12-31,-1.27209603786469,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2005-12-31,-1.17462551593781,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2006-12-31,-1.41659390926361,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2007-12-31,-1.59721124172211,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2008-12-31,-1.60734331607819,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2009-12-31,-1.70581245422363,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2010-12-31,-1.70923280715942,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2011-12-31,-1.52120280265808,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2012-12-31,-1.4260185956955,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2013-12-31,-1.49050867557526,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2014-12-31,-1.45748889446259,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2015-12-31,-1.31435525417328,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2016-12-31,-1.23414504528046,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2017-12-31,-1.20061385631561,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2018-12-31,-1.37822425365448,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2019-12-31,-1.4258553981781,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2020-12-31,-1.46717286109924,middle east & north africa,asia
"iran, islamic rep.",irn,regulatory quality,2021-12-31,-1.62226402759552,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,1996-12-31,-0.940338909626007,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,1998-12-31,-0.683586835861206,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2000-12-31,-0.519492506980896,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2002-12-31,-0.821777701377869,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2003-12-31,-0.680515766143799,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2004-12-31,-0.673581480979919,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2005-12-31,-0.865804314613342,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2006-12-31,-0.994356155395508,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2007-12-31,-1.02745187282562,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2008-12-31,-0.97846394777298,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2009-12-31,-1.05367839336395,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2010-12-31,-1.02666425704956,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2011-12-31,-0.967787086963654,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2012-12-31,-0.918653786182404,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2013-12-31,-0.996962249279022,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2014-12-31,-1.05270552635193,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2015-12-31,-0.923921585083008,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2016-12-31,-0.680720984935761,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2017-12-31,-0.685296177864075,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2018-12-31,-0.696153163909912,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2019-12-31,-0.751262247562408,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2020-12-31,-0.867971539497375,middle east & north africa,asia
"iran, islamic rep.",irn,rule of law,2021-12-31,-0.947225153446198,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,1996-12-31,-0.951336085796356,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,1998-12-31,-0.857599556446075,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2000-12-31,-0.932390332221985,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2002-12-31,-1.07524108886719,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2003-12-31,-1.25318002700806,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2004-12-31,-1.23303318023682,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2005-12-31,-1.28215098381042,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2006-12-31,-1.50055873394012,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2007-12-31,-1.55446839332581,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2008-12-31,-1.56973898410797,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2009-12-31,-1.58175098896027,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2010-12-31,-1.60616195201874,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2011-12-31,-1.5831161737442,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2012-12-31,-1.60021269321442,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2013-12-31,-1.60837185382843,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2014-12-31,-1.58074295520782,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2015-12-31,-1.5135885477066,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2016-12-31,-1.34296941757202,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2017-12-31,-1.29984736442566,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2018-12-31,-1.33407306671143,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2019-12-31,-1.38690960407257,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2020-12-31,-1.4767347574234,middle east & north africa,asia
"iran, islamic rep.",irn,voice and accountability,2021-12-31,-1.4702707529068,middle east & north africa,asia
iraq,irq,control of corruption,1996-12-31,-1.60218346118927,middle east & north africa,asia
iraq,irq,control of corruption,1998-12-31,-1.42261326313019,middle east & north africa,asia
iraq,irq,control of corruption,2000-12-31,-1.47151637077332,middle east & north africa,asia
iraq,irq,control of corruption,2002-12-31,-1.39314687252045,middle east & north africa,asia
iraq,irq,control of corruption,2003-12-31,-1.20932233333588,middle east & north africa,asia
iraq,irq,control of corruption,2004-12-31,-1.48941576480865,middle east & north africa,asia
iraq,irq,control of corruption,2005-12-31,-1.37778413295746,middle east & north africa,asia
iraq,irq,control of corruption,2006-12-31,-1.45071041584015,middle east & north africa,asia
iraq,irq,control of corruption,2007-12-31,-1.46137678623199,middle east & north africa,asia
iraq,irq,control of corruption,2008-12-31,-1.46223545074463,middle east & north africa,asia
iraq,irq,control of corruption,2009-12-31,-1.32808184623718,middle east & north africa,asia
iraq,irq,control of corruption,2010-12-31,-1.3631272315979,middle east & north africa,asia
iraq,irq,control of corruption,2011-12-31,-1.25806474685669,middle east & north africa,asia
iraq,irq,control of corruption,2012-12-31,-1.24822700023651,middle east & north africa,asia
iraq,irq,control of corruption,2013-12-31,-1.3153293132782,middle east & north africa,asia
iraq,irq,control of corruption,2014-12-31,-1.36334228515625,middle east & north africa,asia
iraq,irq,control of corruption,2015-12-31,-1.41592681407928,middle east & north africa,asia
iraq,irq,control of corruption,2016-12-31,-1.44723451137543,middle east & north africa,asia
iraq,irq,control of corruption,2017-12-31,-1.41571772098541,middle east & north africa,asia
iraq,irq,control of corruption,2018-12-31,-1.44122731685638,middle east & north africa,asia
iraq,irq,control of corruption,2019-12-31,-1.37422370910645,middle east & north africa,asia
iraq,irq,control of corruption,2020-12-31,-1.31546902656555,middle east & north africa,asia
iraq,irq,control of corruption,2021-12-31,-1.25052845478058,middle east & north africa,asia
iraq,irq,government effectiveness,1996-12-31,-2.08864450454712,middle east & north africa,asia
iraq,irq,government effectiveness,1998-12-31,-1.91937220096588,middle east & north africa,asia
iraq,irq,government effectiveness,2000-12-31,-1.9281210899353,middle east & north africa,asia
iraq,irq,government effectiveness,2002-12-31,-1.96257197856903,middle east & north africa,asia
iraq,irq,government effectiveness,2003-12-31,-1.74186146259308,middle east & north africa,asia
iraq,irq,government effectiveness,2004-12-31,-1.6070084571838401,middle east & north africa,asia
iraq,irq,government effectiveness,2005-12-31,-1.6364278793335,middle east & north africa,asia
iraq,irq,government effectiveness,2006-12-31,-1.73449349403381,middle east & north africa,asia
iraq,irq,government effectiveness,2007-12-31,-1.57320332527161,middle east & north africa,asia
iraq,irq,government effectiveness,2008-12-31,-1.24016404151917,middle east & north africa,asia
iraq,irq,government effectiveness,2009-12-31,-1.1879198551178,middle east & north africa,asia
iraq,irq,government effectiveness,2010-12-31,-1.10368037223816,middle east & north africa,asia
iraq,irq,government effectiveness,2011-12-31,-1.07396984100342,middle east & north africa,asia
iraq,irq,government effectiveness,2012-12-31,-1.05594384670258,middle east & north africa,asia
iraq,irq,government effectiveness,2013-12-31,-1.04816651344299,middle east & north africa,asia
iraq,irq,government effectiveness,2014-12-31,-1.05616867542267,middle east & north africa,asia
